customer_id,months_as_customer,age,policy_state,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
10106,295,49,IL,1141.62,1101000,451672,MALE,College,prof-specialty,kayaking,01-01-2015,Vehicle Theft,?,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002
10107,464,61,OH,1125.37,1101000,604450,FEMALE,Associate,prof-specialty,basketball,13-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,?,0,2,YES,79800,6650,19950,53200,Saab,95,2000
10108,118,28,IN,1207.36,1101000,432896,FEMALE,High School,handlers-cleaners,camping,01-03-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,?,74200,7420,14840,51940,Volkswagen,Passat,1997
10109,298,47,IL,1338.5,1101000,618929,FEMALE,PhD,machine-op-inspct,basketball,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,?,0,0,?,70590,10860,10860,48870,Saab,93,2000
10110,87,31,IN,1074.07,1101000,451312,FEMALE,Masters,sales,chess,27-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006
10111,261,42,OH,1337.56,1101000,605141,FEMALE,College,prof-specialty,video-games,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010
10112,453,60,IN,1298.91,6000000,459504,MALE,PhD,craft-repair,dancing,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015
10113,210,41,IL,1222.75,1101000,432781,MALE,High School,exec-managerial,polo,30-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001
10114,168,32,IN,1059.52,1101000,452748,MALE,MD,protective-serv,camping,01-03-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007
10115,390,51,OH,1124.38,1101000,618316,MALE,Associate,armed-forces,reading,24-02-2015,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001
10116,258,46,IN,1110.37,10000000,455365,MALE,MD,machine-op-inspct,hiking,24-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997
10117,107,31,IL,1374.22,1101000,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,26-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002
10118,225,41,OH,1103.58,1101000,475292,MALE,High School,exec-managerial,exercise,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011
10119,164,38,IL,1269.76,1101000,467743,FEMALE,PhD,transport-moving,yachting,17-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015
10120,245,39,OH,964.79,8000000,460675,FEMALE,Associate,adm-clerical,camping,20-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010
10121,255,41,IL,1167.3,4000000,618123,MALE,High School,priv-house-serv,board-games,22-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000
10122,206,36,IL,1625.45,4000000,607452,FEMALE,MD,other-service,video-games,23-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008
10123,203,38,IL,1394.43,1101000,606352,FEMALE,Masters,other-service,skydiving,31-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999
10124,22,25,OH,1053.24,1101000,603527,FEMALE,College,prof-specialty,movies,05-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995
10125,211,35,IL,1040.75,1101000,445601,FEMALE,JD,prof-specialty,paintball,03-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011
10126,206,39,IN,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013
10127,166,38,IL,1588.55,1101000,435758,MALE,MD,protective-serv,video-games,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,2001
10128,165,32,IN,1399.26,1101000,611586,FEMALE,High School,tech-support,exercise,08-02-2015,Parked Car,?,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,?,2,0,?,3960,330,660,2970,BMW,M5,1998
10129,274,43,OH,1352.31,1101000,465263,MALE,College,farming-fishing,basketball,06-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006
10130,81,28,IL,1139,6000000,617858,FEMALE,Masters,sales,sleeping,14-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,2000
10131,280,45,IN,1397.67,1101000,607889,MALE,JD,machine-op-inspct,camping,22-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999
10132,194,39,IN,823.17,1101000,455689,MALE,Masters,adm-clerical,paintball,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012
10133,112,27,OH,965.13,1101000,450341,FEMALE,Masters,tech-support,exercise,22-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,?,0,1,?,51000,8500,8500,34000,Nissan,Pathfinder,2013
10134,24,33,IL,1922.84,1101000,431277,FEMALE,High School,machine-op-inspct,skydiving,24-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,?,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002
10135,93,32,OH,1624.82,1101000,454656,MALE,PhD,exec-managerial,basketball,09-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006
10136,171,34,IN,1277.25,1101000,605169,FEMALE,College,exec-managerial,yachting,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,?,69200,13840,6920,48440,Volkswagen,Passat,1996
10137,200,40,IL,1439.34,1101000,444822,FEMALE,High School,sales,exercise,01-01-2015,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,?,0,0,NO,3690,410,410,2870,Ford,Escape,2015
10138,120,28,IL,1281.27,1101000,447442,FEMALE,PhD,tech-support,golf,07-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,?,65500,6550,6550,52400,BMW,X5,2010
10139,325,46,IL,1348.83,1101000,474360,FEMALE,High School,prof-specialty,basketball,01-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999
10140,124,32,IL,1198.15,1101000,447925,FEMALE,MD,other-service,hiking,21-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995
10141,211,35,OH,1221.22,1101000,451586,MALE,Masters,machine-op-inspct,camping,21-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,E400,2008
10142,287,41,IL,968.74,1101000,477519,MALE,Masters,transport-moving,video-games,19-01-2015,Vehicle Theft,?,Trivial Damage,None,SC,Northbrook,5532 Weaver Ridge,9,1,?,2,3,?,5170,470,940,3760,Suburu,Forrestor,2001
10143,122,34,IN,1220.71,1101000,603639,MALE,PhD,machine-op-inspct,video-games,27-02-2015,Parked Car,?,Minor Damage,None,SC,Northbend,9101 2nd Hwy,5,1,?,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013
10144,22,29,IN,1238.62,6000000,463993,MALE,MD,exec-managerial,yachting,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,?,2,3,?,70800,7080,14160,49560,Accura,MDX,2012
10145,106,31,IL,1320.75,1101000,441491,FEMALE,JD,farming-fishing,video-games,01-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011
10146,398,58,OH,990.98,1101000,469429,FEMALE,Associate,exec-managerial,cross-fit,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,?,99320,7640,15280,76400,Accura,TL,2002
10147,214,41,IL,1398.51,4000000,472214,MALE,Masters,tech-support,polo,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,?,2,0,NO,64000,12800,6400,44800,BMW,X6,1996
10148,209,38,OH,1355.08,1101000,614945,FEMALE,MD,other-service,golf,19-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,?,1,1,?,47300,4730,4730,37840,Nissan,Pathfinder,2014
10149,82,27,IL,1384.51,1101000,476727,MALE,PhD,adm-clerical,reading,18-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,?,71680,8960,8960,53760,Volkswagen,Jetta,2007
10150,193,41,OH,847.03,1101000,438555,FEMALE,JD,craft-repair,skydiving,08-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,?,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,2011
10151,134,32,OH,1000.06,1101000,440961,FEMALE,PhD,farming-fishing,base-jumping,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,?,1,0,?,82720,7520,15040,60160,Audi,A3,2014
10152,288,45,IL,1046.71,1101000,616714,MALE,Masters,priv-house-serv,polo,27-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,2009
10153,104,32,IN,1158.03,1101000,434247,MALE,High School,exec-managerial,kayaking,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006
10154,431,54,OH,1372.27,1101000,436547,FEMALE,Masters,craft-repair,paintball,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,?,63240,10540,10540,42160,Suburu,Forrestor,1997
10155,101,33,OH,1053.04,7000000,619540,FEMALE,Masters,other-service,reading,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,NO,1,3,?,54240,9040,9040,36160,Saab,93,2013
10156,375,50,OH,1275.39,1101000,466283,MALE,Associate,sales,bungie-jumping,12-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1996
10157,461,61,OH,1402.75,1101000,449557,MALE,JD,exec-managerial,exercise,18-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,?,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006
10158,428,59,IN,1344.36,7000000,473329,FEMALE,JD,prof-specialty,hiking,06-02-2015,Parked Car,?,Minor Damage,None,WV,Northbend,6375 2nd Lane,8,1,?,2,3,NO,6500,1300,650,4550,Saab,92x,2013
10159,45,38,IN,1197.71,1101000,470117,MALE,Masters,machine-op-inspct,movies,14-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,?,2,0,?,78240,13040,13040,52160,Suburu,Legacy,2013
10160,136,29,OH,1203.24,1101000,600702,FEMALE,JD,transport-moving,video-games,05-02-2015,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,?,2,0,?,6200,1240,620,4340,Honda,Accord,1999
10161,216,36,IN,1152.4,1101000,615921,FEMALE,Associate,priv-house-serv,reading,25-01-2015,Parked Car,?,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,YES,2,3,?,6160,560,1680,3920,Mercedes,E400,2014
10162,278,48,IN,1142.62,7000000,475588,FEMALE,MD,farming-fishing,dancing,16-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,?,2,0,?,76050,11700,11700,52650,Chevrolet,Silverado,1997
10163,295,48,OH,1332.07,1101000,609409,FEMALE,MD,exec-managerial,polo,28-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,2002
10164,112,30,OH,1166.54,1101000,479852,FEMALE,Masters,prof-specialty,sleeping,21-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,Neon,1997
10165,122,34,IL,1495.06,1101000,452249,FEMALE,Masters,prof-specialty,polo,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,2011
10166,108,29,IN,1337.92,1101000,441536,FEMALE,PhD,armed-forces,bungie-jumping,23-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012
10167,14,28,OH,1587.96,1101000,601617,FEMALE,Associate,craft-repair,board-games,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,YES,71280,12960,12960,45360,Audi,A5,2012
10168,298,45,IL,1362.29,1101000,442598,MALE,High School,farming-fishing,yachting,27-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,1999
10169,276,46,IL,1448.84,1101000,430987,FEMALE,Masters,machine-op-inspct,bungie-jumping,21-02-2015,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,?,0,1,NO,5940,660,660,4620,Toyota,Highlander,2015
10170,47,37,IN,1241.97,1101000,430104,MALE,High School,other-service,movies,05-01-2015,Parked Car,?,Minor Damage,None,NY,Hillsdale,8749 Tree St,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011
10171,222,42,IL,1124.6,1101000,612904,MALE,Associate,armed-forces,hiking,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,?,51740,11940,7960,31840,Jeep,Wrangler,2006
10172,119,28,OH,1079.92,1101000,430886,MALE,High School,machine-op-inspct,hiking,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,?,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007
10173,73,29,IL,1447.78,1101000,467947,MALE,College,protective-serv,board-games,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,YES,1,0,?,44910,4990,4990,34930,Dodge,Neon,2001
10174,8,31,IN,1229.16,4000000,604804,FEMALE,MD,transport-moving,kayaking,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,?,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014
10175,294,44,IL,1226.49,1101000,460308,FEMALE,PhD,farming-fishing,kayaking,05-02-2015,Vehicle Theft,?,Trivial Damage,None,WV,Riverwood,5904 1st Drive,3,1,NO,0,1,NO,6100,610,1220,4270,Ford,Fusion,2002
10176,324,46,IN,897.89,6000000,618862,MALE,MD,tech-support,board-games,21-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,?,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011
10177,155,34,IN,1706.79,1101000,462479,MALE,Masters,protective-serv,dancing,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998
10178,261,45,IL,1254.18,1101000,457555,FEMALE,PhD,prof-specialty,kayaking,11-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,?,62590,11380,11380,39830,Volkswagen,Jetta,2003
10179,245,40,IN,885.08,1101000,459984,FEMALE,Masters,armed-forces,skydiving,06-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998
10180,235,39,IL,1046.58,4000000,434982,MALE,MD,tech-support,exercise,24-01-2015,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,6193 1st Hwy,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010
10181,53,36,OH,1712.68,1101000,614233,MALE,Associate,handlers-cleaners,basketball,18-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,?,2,0,YES,51100,10220,5110,35770,Audi,A3,2006
10182,426,54,IL,1097.71,1101000,605258,FEMALE,Masters,adm-clerical,reading,12-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,?,100800,16800,16800,67200,Dodge,Neon,1997
10183,111,27,IN,1363.77,4000000,604377,FEMALE,Masters,tech-support,exercise,17-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,2009
10184,86,26,OH,1382.88,7000000,434923,MALE,JD,tech-support,cross-fit,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,?,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011
10185,296,46,OH,1141.35,7000000,476456,MALE,Masters,craft-repair,sleeping,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,?,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013
10186,125,35,OH,1054.83,7000000,446788,MALE,JD,tech-support,cross-fit,25-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,2007
10187,177,34,IL,1057.77,1101000,477382,FEMALE,JD,tech-support,bungie-jumping,16-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,?,1,1,NO,18000,2250,2250,13500,Audi,A3,2009
10188,238,39,IN,1488.02,1101000,600275,FEMALE,JD,protective-serv,exercise,25-02-2015,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,1,YES,1,3,YES,5500,1100,550,3850,Chevrolet,Tahoe,2010
10189,81,25,IN,920.3,5000000,461958,FEMALE,High School,tech-support,hiking,21-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,?,1,0,?,73920,13440,6720,53760,Honda,Civic,2003
10190,128,28,OH,986.53,1101000,472720,FEMALE,High School,adm-clerical,polo,16-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,2007
10191,449,57,OH,1440.68,1101000,442395,MALE,Associate,tech-support,movies,09-02-2015,Parked Car,?,Minor Damage,None,SC,Riverwood,1845 Best St,8,1,YES,0,1,YES,5390,980,980,3430,Volkswagen,Passat,2008
10192,252,39,IN,1086.21,1101000,455340,MALE,JD,farming-fishing,hiking,13-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,?,1,2,?,50490,5610,5610,39270,Nissan,Maxima,2001
10193,359,47,OH,1367.68,1101000,613247,FEMALE,MD,handlers-cleaners,basketball,11-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,2012
10194,19,32,OH,1215.85,1101000,454985,MALE,High School,other-service,hiking,02-01-2015,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,Maxima,2015
10195,73,26,IL,1191.19,4000000,468813,MALE,MD,farming-fishing,basketball,12-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,?,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003
10196,285,44,IL,1594.45,1101000,452747,MALE,High School,handlers-cleaners,bungie-jumping,05-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,2006
10197,196,36,IN,1463.07,1101000,615611,MALE,MD,armed-forces,skydiving,24-01-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,4939 Best St,3,1,?,1,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,2001
10198,223,43,OH,1734.09,1101000,451400,FEMALE,MD,adm-clerical,camping,12-01-2015,Parked Car,?,Trivial Damage,None,WV,Arlington,4964 Elm Lane,6,1,YES,0,3,?,5200,650,650,3900,Accura,MDX,2006
10199,328,48,IL,1411.43,1101000,464874,MALE,Masters,armed-forces,bungie-jumping,16-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,YES,2,1,NO,59400,5940,11880,41580,Honda,Civic,2014
